state,month,year,tax type,value,fips state,numeric month,note,id
Vermont,November,2019,motor fuel,8230000,50,11,,50_2019_11
Vermont,November,2020,motor fuel,7340000,50,11,,50_2020_11
Vermont,November,2021,motor fuel,7727728,50,11,,50_2021_11
Vermont,October,2019,motor fuel,7900000,50,10,,50_2019_10
Vermont,October,2020,motor fuel,7430000,50,10,,50_2020_10
Vermont,October,2021,motor fuel,7708719,50,10,,50_2021_10
Vermont,September,2019,motor fuel,8890000,50,9,,50_2019_9
Vermont,September,2020,motor fuel,9010000,50,9,,50_2020_9
Vermont,September,2021,motor fuel,8708941,50,9,,50_2021_9
Virginia,April,2019,motor fuel,65385000,51,4,,51_2019_4
Virginia,April,2020,motor fuel,61027000,51,4,,51_2020_4
Virginia,April,2021,motor fuel,82517000,51,4,,51_2021_4
Virginia,April,2022,motor fuel,96474000,51,4,,51_2022_4
Virginia,August,2019,motor fuel,78752000,51,8,,51_2019_8
Virginia,August,2020,motor fuel,61616000,51,8,,51_2020_8
Virginia,August,2021,motor fuel,101898000,51,8,,51_2021_8
Virginia,December,2019,motor fuel,75487000,51,12,,51_2019_12
Virginia,December,2020,motor fuel,92275000,51,12,,51_2020_12
Virginia,December,2021,motor fuel,113287000,51,12,,51_2021_12
Virginia,February,2020,motor fuel,77611000,51,2,,51_2020_2
Virginia,February,2021,motor fuel,82019000,51,2,,51_2021_2
Virginia,February,2022,motor fuel,103948000,51,2,,51_2022_2
Virginia,January,2020,motor fuel,93965000,51,1,,51_2020_1
Virginia,January,2021,motor fuel,85578000,51,1,,51_2021_1
Virginia,January,2022,motor fuel,126438000,51,1,,51_2022_1
Virginia,July,2019,motor fuel,66015000,51,7,,51_2019_7
Virginia,July,2020,motor fuel,49367000,51,7,,51_2020_7
Virginia,July,2021,motor fuel,61416000,51,7,,51_2021_7
Virginia,June,2019,motor fuel,83910000,51,6,,51_2019_6
Virginia,June,2020,motor fuel,72138000,51,6,,51_2020_6
Virginia,June,2021,motor fuel,53059512,51,6,,51_2021_6
Virginia,March,2020,motor fuel,75232000,51,3,,51_2020_3
Virginia,March,2021,motor fuel,82600000,51,3,,51_2021_3
Virginia,March,2022,motor fuel,113387000,51,3,,51_2022_3
Virginia,May,2019,motor fuel,78271000,51,5,,51_2019_5
Virginia,May,2020,motor fuel,59405000,51,5,,51_2020_5
Virginia,May,2021,motor fuel,87278000,51,5,,51_2021_5
Virginia,November,2019,motor fuel,71853000,51,11,,51_2019_11
Virginia,November,2020,motor fuel,89580000,51,11,,51_2020_11
Virginia,November,2021,motor fuel,110551000,51,11,,51_2021_11
Virginia,October,2019,motor fuel,77464000,51,10,,51_2019_10
Virginia,October,2020,motor fuel,84421000,51,10,,51_2020_10
Virginia,October,2021,motor fuel,117164000,51,10,,51_2021_10
Virginia,September,2019,motor fuel,80597000,51,9,,51_2019_9
Virginia,September,2020,motor fuel,96173000,51,9,,51_2020_9
Virginia,September,2021,motor fuel,112914000,51,9,,51_2021_9
Washington,April,2019,motor fuel,,53,4,,53_2019_4
Washington,April,2020,motor fuel,127602868,53,4,,53_2020_4
Washington,April,2021,motor fuel,103529200,53,4,,53_2021_4
Washington,April,2022,motor fuel,112947402,53,4,,53_2022_4
Washington,August,2019,motor fuel,,53,8,,53_2019_8
Washington,August,2020,motor fuel,121193110,53,8,,53_2020_8
Washington,August,2021,motor fuel,143422288,53,8,,53_2021_8
Washington,December,2019,motor fuel,,53,12,,53_2019_12
Washington,December,2020,motor fuel,70231877,53,12,,53_2020_12
Washington,December,2021,motor fuel,115660049,53,12,,53_2021_12
Washington,February,2020,motor fuel,,53,2,,53_2020_2
Washington,February,2021,motor fuel,126203789,53,2,,53_2021_2
Washington,February,2022,motor fuel,131364817,53,2,,53_2022_2
Washington,January,2020,motor fuel,,53,1,,53_2020_1
Washington,January,2021,motor fuel,104849403,53,1,,53_2021_1
Washington,January,2022,motor fuel,124628954,53,1,,53_2022_1
Washington,July,2019,motor fuel,,53,7,,53_2019_7
Washington,July,2020,motor fuel,111970146,53,7,,53_2020_7
Washington,July,2021,motor fuel,137764946,53,7,,53_2021_7
Washington,June,2019,motor fuel,,53,6,,53_2019_6
Washington,June,2020,motor fuel,88389209,53,6,,53_2020_6
Washington,June,2021,motor fuel,129282397,53,6,,53_2021_6
Washington,March,2020,motor fuel,,53,3,,53_2020_3
Washington,March,2021,motor fuel,107467697,53,3,,53_2021_3
Washington,March,2022,motor fuel,105382539,53,3,,53_2022_3
Washington,May,2019,motor fuel,,53,5,,53_2019_5
Washington,May,2020,motor fuel,79022789,53,5,,53_2020_5
Washington,May,2021,motor fuel,124005493,53,5,,53_2021_5
Washington,November,2019,motor fuel,,53,11,,53_2019_11
Washington,November,2020,motor fuel,139812167,53,11,,53_2020_11
Washington,November,2021,motor fuel,135443933,53,11,,53_2021_11
Washington,October,2019,motor fuel,,53,10,,53_2019_10
Washington,October,2020,motor fuel,170586146,53,10,,53_2020_10
Washington,October,2021,motor fuel,149605501,53,10,,53_2021_10
Washington,September,2019,motor fuel,,53,9,,53_2019_9
Washington,September,2020,motor fuel,94029227,53,9,,53_2020_9
Washington,September,2021,motor fuel,137971745,53,9,,53_2021_9
West Virginia,April,2019,motor fuel,39196000,54,4,,54_2019_4
West Virginia,April,2020,motor fuel,35656000,54,4,,54_2020_4
West Virginia,April,2021,motor fuel,31341000,54,4,,54_2021_4
West Virginia,April,2022,motor fuel,32089000,54,4,,54_2022_4
West Virginia,August,2019,motor fuel,33987000,54,8,,54_2019_8
West Virginia,August,2020,motor fuel,37320000,54,8,,54_2020_8
West Virginia,August,2021,motor fuel,35747000,54,8,,54_2021_8
West Virginia,December,2019,motor fuel,48341000,54,12,,54_2019_12
West Virginia,December,2020,motor fuel,34196000,54,12,,54_2020_12
West Virginia,December,2021,motor fuel,34046000,54,12,,54_2021_12
West Virginia,February,2020,motor fuel,24751000,54,2,,54_2020_2
West Virginia,February,2021,motor fuel,30608000,54,2,,54_2021_2
West Virginia,February,2022,motor fuel,20342000,54,2,,54_2022_2
West Virginia,January,2020,motor fuel,39220000,54,1,,54_2020_1
West Virginia,January,2021,motor fuel,23188000,54,1,,54_2021_1
West Virginia,January,2022,motor fuel,48359000,54,1,,54_2022_1
West Virginia,July,2019,motor fuel,51395000,54,7,,54_2019_7
West Virginia,July,2020,motor fuel,36544000,54,7,,54_2020_7
West Virginia,July,2021,motor fuel,38012000,54,7,,54_2021_7
West Virginia,June,2019,motor fuel,25572000,54,6,,54_2019_6
West Virginia,June,2020,motor fuel,29015000,54,6,,54_2020_6
West Virginia,June,2021,motor fuel,43526000,54,6,,54_2021_6
West Virginia,March,2020,motor fuel,39396000,54,3,,54_2020_3
West Virginia,March,2021,motor fuel,42948000,54,3,,54_2021_3
West Virginia,March,2022,motor fuel,30077000,54,3,,54_2022_3
West Virginia,May,2019,motor fuel,35458000,54,5,,54_2019_5
West Virginia,May,2020,motor fuel,22182000,54,5,,54_2020_5
West Virginia,May,2021,motor fuel,23060000,54,5,,54_2021_5
West Virginia,November,2019,motor fuel,20931000,54,11,,54_2019_11
West Virginia,November,2020,motor fuel,37304000,54,11,,54_2020_11
West Virginia,November,2021,motor fuel,39630000,54,11,,54_2021_11
West Virginia,October,2019,motor fuel,41401000,54,10,,54_2019_10
West Virginia,October,2020,motor fuel,28784000,54,10,,54_2020_10
West Virginia,October,2021,motor fuel,33913000,54,10,,54_2021_10
West Virginia,September,2019,motor fuel,40997000,54,9,,54_2019_9
West Virginia,September,2020,motor fuel,30722000,54,9,,54_2020_9
West Virginia,September,2021,motor fuel,35712000,54,9,,54_2021_9
Wisconsin,April,2019,motor fuel,115091815,55,4,,55_2019_4
Wisconsin,April,2020,motor fuel,75691041,55,4,,55_2020_4
Wisconsin,April,2021,motor fuel,78286019,55,4,,55_2021_4
Wisconsin,April,2022,motor fuel,88090586,55,4,,55_2022_4
Wisconsin,August,2019,motor fuel,98393561,55,8,,55_2019_8
Wisconsin,August,2020,motor fuel,85721266,55,8,,55_2020_8
Wisconsin,August,2021,motor fuel,100268097,55,8,,55_2021_8
Wisconsin,December,2019,motor fuel,66644439,55,12,,55_2019_12
Wisconsin,December,2020,motor fuel,84107538,55,12,,55_2020_12
Wisconsin,December,2021,motor fuel,83214019,55,12,,55_2021_12
Wisconsin,February,2020,motor fuel,78391910,55,2,,55_2020_2
Wisconsin,February,2021,motor fuel,76554009,55,2,,55_2021_2
Wisconsin,February,2022,motor fuel,80626701,55,2,,55_2022_2
Wisconsin,January,2020,motor fuel,114811614,55,1,,55_2020_1
Wisconsin,January,2021,motor fuel,84696626,55,1,,55_2021_1
Wisconsin,January,2022,motor fuel,90622626,55,1,,55_2022_1
Wisconsin,July,2019,motor fuel,88614257,55,7,,55_2019_7
Wisconsin,July,2020,motor fuel,90910406,55,7,,55_2020_7
Wisconsin,July,2021,motor fuel,89499974,55,7,,55_2021_7
Wisconsin,June,2019,motor fuel,94373275,55,6,,55_2019_6
Wisconsin,June,2020,motor fuel,89369607,55,6,,55_2020_6
Wisconsin,June,2021,motor fuel,87169954,55,6,,55_2021_6
Wisconsin,March,2020,motor fuel,89810498,55,3,,55_2020_3
Wisconsin,March,2021,motor fuel,77228494,55,3,,55_2021_3
Wisconsin,March,2022,motor fuel,88956702,55,3,,55_2022_3
Wisconsin,May,2019,motor fuel,87941581,55,5,,55_2019_5
Wisconsin,May,2020,motor fuel,52307087,55,5,,55_2020_5
Wisconsin,May,2021,motor fuel,89053365,55,5,,55_2021_5
Wisconsin,November,2019,motor fuel,85381407,55,11,,55_2019_11
Wisconsin,November,2020,motor fuel,102036147,55,11,,55_2020_11
Wisconsin,November,2021,motor fuel,113856218,55,11,,55_2021_11
Wisconsin,October,2019,motor fuel,91446589,55,10,,55_2019_10
Wisconsin,October,2020,motor fuel,69682620,55,10,,55_2020_10
Wisconsin,October,2021,motor fuel,128824463,55,10,,55_2021_10
Wisconsin,September,2019,motor fuel,100984974,55,9,,55_2019_9
Wisconsin,September,2020,motor fuel,91960810,55,9,,55_2020_9
Wisconsin,September,2021,motor fuel,70022879,55,9,,55_2021_9
Wyoming,April,2019,motor fuel,,56,4,,56_2019_4
Wyoming,April,2020,motor fuel,,56,4,,56_2020_4
Wyoming,April,2021,motor fuel,,56,4,,56_2021_4
Wyoming,April,2022,motor fuel,,56,4,,56_2022_4
Wyoming,August,2019,motor fuel,,56,8,,56_2019_8
Wyoming,August,2020,motor fuel,,56,8,,56_2020_8
Wyoming,August,2021,motor fuel,,56,8,,56_2021_8
Wyoming,December,2019,motor fuel,,56,12,,56_2019_12
Wyoming,December,2020,motor fuel,,56,12,,56_2020_12
Wyoming,December,2021,motor fuel,,56,12,,56_2021_12
Wyoming,February,2020,motor fuel,,56,2,,56_2020_2
Wyoming,February,2021,motor fuel,,56,2,,56_2021_2
Wyoming,February,2022,motor fuel,,56,2,,56_2022_2
Wyoming,January,2020,motor fuel,,56,1,,56_2020_1
Wyoming,January,2021,motor fuel,,56,1,,56_2021_1
Wyoming,January,2022,motor fuel,,56,1,,56_2022_1
Wyoming,July,2019,motor fuel,,56,7,,56_2019_7
Wyoming,July,2020,motor fuel,,56,7,,56_2020_7
Wyoming,July,2021,motor fuel,,56,7,,56_2021_7
Wyoming,June,2019,motor fuel,,56,6,,56_2019_6
Wyoming,June,2020,motor fuel,,56,6,,56_2020_6
Wyoming,June,2021,motor fuel,,56,6,,56_2021_6
Wyoming,March,2020,motor fuel,,56,3,,56_2020_3
Wyoming,March,2021,motor fuel,,56,3,,56_2021_3
Wyoming,March,2022,motor fuel,,56,3,,56_2022_3
Wyoming,May,2019,motor fuel,,56,5,,56_2019_5
Wyoming,May,2020,motor fuel,,56,5,,56_2020_5
Wyoming,May,2021,motor fuel,,56,5,,56_2021_5
Wyoming,November,2019,motor fuel,,56,11,,56_2019_11
Wyoming,November,2020,motor fuel,,56,11,,56_2020_11
Wyoming,November,2021,motor fuel,,56,11,,56_2021_11
Wyoming,October,2019,motor fuel,,56,10,,56_2019_10
Wyoming,October,2020,motor fuel,,56,10,,56_2020_10
Wyoming,October,2021,motor fuel,,56,10,,56_2021_10
Wyoming,September,2019,motor fuel,,56,9,,56_2019_9
Wyoming,September,2020,motor fuel,,56,9,,56_2020_9
Wyoming,September,2021,motor fuel,,56,9,,56_2021_9
Alabama,May,2022,motor fuel,79128788,1,5,,1_2022_5
Alaska,May,2022,motor fuel,3656125,2,5,,2_2022_5
Arizona,May,2022,motor fuel,64160381,4,5,,4_2022_5
Arkansas,May,2022,motor fuel,44856593,5,5,,5_2022_5
California,May,2022,motor fuel,706968000,6,5,,6_2022_5
Colorado,May,2022,motor fuel,49103000,8,5,,8_2022_5
Connecticut,May,2022,motor fuel,10863464,9,5,,9_2022_5
Delaware,May,2022,motor fuel,,10,5,,10_2022_5
District of Columbia,May,2022,motor fuel,1720193,11,5,,11_2022_5
Florida,May,2022,motor fuel,272486018,12,5,,12_2022_5
Georgia,May,2022,motor fuel,1198000,13,5,,13_2022_5
Hawaii,May,2022,motor fuel,9080005,15,5,,15_2022_5
Idaho,May,2022,motor fuel,31616292,16,5,,16_2022_5
Illinois,May,2022,motor fuel,204774326,17,5,,17_2022_5
Indiana,May,2022,motor fuel,126856877,18,5,,18_2022_5
Iowa,May,2022,motor fuel,59502503,19,5,,19_2022_5
Kansas,May,2022,motor fuel,,20,5,,20_2022_5
Kentucky,May,2022,motor fuel,62736012,21,5,,21_2022_5
Louisiana,May,2022,motor fuel,55545594,22,5,,22_2022_5
Maine,May,2022,motor fuel,16809080,23,5,,23_2022_5
Maryland,May,2022,motor fuel,53961708,24,5,,24_2022_5
Massachusetts,May,2022,motor fuel,56613569,25,5,,25_2022_5
Michigan,May,2022,motor fuel,98362970,26,5,,26_2022_5
Minnesota,May,2022,motor fuel,72196332,27,5,,27_2022_5
Mississippi,May,2022,motor fuel,34853265,28,5,,28_2022_5
Missouri,May,2022,motor fuel,65489739,29,5,,29_2022_5
Montana,May,2022,motor fuel,,30,5,,30_2022_5
Nebraska,May,2022,motor fuel,29169437,31,5,,31_2022_5
Nevada,May,2022,motor fuel,28740216,32,5,,32_2022_5
New Hampshire,May,2022,motor fuel,9600000,33,5,,33_2022_5
New Jersey,May,2022,motor fuel,34614000,34,5,,34_2022_5
New Mexico,May,2022,motor fuel,,35,5,,35_2022_5
New York,May,2022,motor fuel,112190000,36,5,,36_2022_5
North Carolina,May,2022,motor fuel,165032613,37,5,,37_2022_5
North Dakota,May,2022,motor fuel,,38,5,,38_2022_5
Ohio,May,2022,motor fuel,230880436,39,5,,39_2022_5
Oklahoma,May,2022,motor fuel,48585251,40,5,,40_2022_5
Oregon,May,2022,motor fuel,56578165,41,5,,41_2022_5
Pennsylvania,May,2022,motor fuel,166935000,42,5,,42_2022_5
Rhode Island,May,2022,motor fuel,,44,5,,44_2022_5
South Carolina,May,2022,motor fuel,80600000,45,5,,45_2022_5
South Dakota,May,2022,motor fuel,,46,5,,46_2022_5
Tennessee,May,2022,motor fuel,101065176,47,5,,47_2022_5
Texas,May,2022,motor fuel,319148000,48,5,,48_2022_5
Utah,May,2022,motor fuel,54400000,49,5,,49_2022_5
Vermont,May,2022,motor fuel,6541519,50,5,,50_2022_5
Virginia,May,2022,motor fuel,116862000,51,5,,51_2022_5
Washington,May,2022,motor fuel,134012532,53,5,,53_2022_5
West Virginia,May,2022,motor fuel,37200000,54,5,,54_2022_5
Wisconsin,May,2022,motor fuel,80361752,55,5,,55_2022_5
Wyoming,May,2022,motor fuel,,56,5,,56_2022_5
Alabama,July,2022,motor fuel,80185773,1,7,,1_2022_7
Alabama,June,2022,motor fuel,82923733,1,6,,1_2022_6
Alaska,July,2022,motor fuel,5612668,2,7,,2_2022_7
Alaska,June,2022,motor fuel,4496539,2,6,,2_2022_6
Arizona,July,2022,motor fuel,64479535,4,7,,4_2022_7
Arizona,June,2022,motor fuel,70161210,4,6,,4_2022_6
Arkansas,July,2022,motor fuel,51501614,5,7,,5_2022_7
Arkansas,June,2022,motor fuel,53931080,5,6,,5_2022_6
California,July,2022,motor fuel,724241000,6,7,,6_2022_7
California,June,2022,motor fuel,695597000,6,6,,6_2022_6
Colorado,July,2022,motor fuel,52035000,8,7,,8_2022_7
Colorado,June,2022,motor fuel,52506000,8,6,,8_2022_6
Connecticut,July,2022,motor fuel,9927536,9,7,,9_2022_7
Connecticut,June,2022,motor fuel,9463538,9,6,,9_2022_6
Delaware,July,2022,motor fuel,,10,7,,10_2022_7
Delaware,June,2022,motor fuel,,10,6,,10_2022_6
District of Columbia,July,2022,motor fuel,1948783,11,7,,11_2022_7
District of Columbia,June,2022,motor fuel,7306441,11,6,,11_2022_6
Florida,July,2022,motor fuel,256131390,12,7,,12_2022_7
Florida,June,2022,motor fuel,270088936,12,6,,12_2022_6
Georgia,July,2022,motor fuel,3612000,13,7,,13_2022_7
Georgia,June,2022,motor fuel,262000,13,6,,13_2022_6
Hawaii,July,2022,motor fuel,8883868,15,7,,15_2022_7
Hawaii,June,2022,motor fuel,8871815,15,6,,15_2022_6
Idaho,July,2022,motor fuel,34315324,16,7,,16_2022_7
Idaho,June,2022,motor fuel,29822127,16,6,,16_2022_6
Illinois,July,2022,motor fuel,211417689,17,7,,17_2022_7
Illinois,June,2022,motor fuel,216376846,17,6,,17_2022_6
Indiana,July,2022,motor fuel,140710378,18,7,,18_2022_7
Indiana,June,2022,motor fuel,139628754,18,6,,18_2022_6
Iowa,July,2022,motor fuel,59533536,19,7,,19_2022_7
Iowa,June,2022,motor fuel,59700391,19,6,,19_2022_6
Kansas,July,2022,motor fuel,,20,7,,20_2022_7
Kansas,June,2022,motor fuel,,20,6,,20_2022_6
Kentucky,July,2022,motor fuel,65868675,21,7,,21_2022_7
Kentucky,June,2022,motor fuel,69392363,21,6,,21_2022_6
Louisiana,July,2022,motor fuel,50639480,22,7,,22_2022_7
Louisiana,June,2022,motor fuel,57492243,22,6,,22_2022_6
Maine,July,2022,motor fuel,18709921,23,7,,23_2022_7
Maine,June,2022,motor fuel,18925608,23,6,,23_2022_6
Maryland,July,2022,motor fuel,85589860,24,7,,24_2022_7
Maryland,June,2022,motor fuel,94992582,24,6,,24_2022_6
Massachusetts,July,2022,motor fuel,60613357,25,7,,25_2022_7
Massachusetts,June,2022,motor fuel,67422722,25,6,,25_2022_6
Michigan,July,2022,motor fuel,127588245,26,7,,26_2022_7
Michigan,June,2022,motor fuel,122434867,26,6,,26_2022_6
Minnesota,July,2022,motor fuel,78206641,27,7,,27_2022_7
Minnesota,June,2022,motor fuel,83559186,27,6,,27_2022_6
Mississippi,July,2022,motor fuel,39109671,28,7,,28_2022_7
Mississippi,June,2022,motor fuel,40012456,28,6,,28_2022_6
Missouri,July,2022,motor fuel,71928072,29,7,,29_2022_7
Missouri,June,2022,motor fuel,69421198,29,6,,29_2022_6
Montana,July,2022,motor fuel,,30,7,,30_2022_7
Montana,June,2022,motor fuel,,30,6,,30_2022_6
Nebraska,July,2022,motor fuel,31368275,31,7,,31_2022_7
Nebraska,June,2022,motor fuel,29585257,31,6,,31_2022_6
Nevada,July,2022,motor fuel,,32,7,,32_2022_7
Nevada,June,2022,motor fuel,129112896,32,6,,32_2022_6
New Hampshire,July,2022,motor fuel,10700000,33,7,,33_2022_7
New Hampshire,June,2022,motor fuel,10600000,33,6,,33_2022_6
New Jersey,July,2022,motor fuel,42149000,34,7,,34_2022_7
New Jersey,June,2022,motor fuel,,34,6,,34_2022_6
New Mexico,July,2022,motor fuel,26200212,35,7,,35_2022_7
New Mexico,June,2022,motor fuel,,35,6,,35_2022_6
New York,July,2022,motor fuel,87265000,36,7,,36_2022_7
New York,June,2022,motor fuel,115329000,36,6,,36_2022_6
North Carolina,July,2022,motor fuel,188456294,37,7,,37_2022_7
North Carolina,June,2022,motor fuel,206121692,37,6,,37_2022_6
North Dakota,July,2022,motor fuel,,38,7,,38_2022_7
North Dakota,June,2022,motor fuel,,38,6,,38_2022_6
Ohio,July,2022,motor fuel,217328691,39,7,,39_2022_7
Ohio,June,2022,motor fuel,223687468,39,6,,39_2022_6
Oklahoma,July,2022,motor fuel,48210575,40,7,,40_2022_7
Oklahoma,June,2022,motor fuel,51110858,40,6,,40_2022_6
Oregon,July,2022,motor fuel,60498759,41,7,,41_2022_7
Oregon,June,2022,motor fuel,59058398,41,6,,41_2022_6
Pennsylvania,July,2022,motor fuel,141648000,42,7,,42_2022_7
Pennsylvania,June,2022,motor fuel,136864000,42,6,,42_2022_6
Rhode Island,July,2022,motor fuel,,44,7,,44_2022_7
Rhode Island,June,2022,motor fuel,,44,6,,44_2022_6
South Carolina,July,2022,motor fuel,62000000,45,7,,45_2022_7
South Carolina,June,2022,motor fuel,88200000,45,6,,45_2022_6
South Dakota,July,2022,motor fuel,,46,7,,46_2022_7
South Dakota,June,2022,motor fuel,,46,6,,46_2022_6
Tennessee,July,2022,motor fuel,110118807,47,7,,47_2022_7
Tennessee,June,2022,motor fuel,111382310,47,6,,47_2022_6
Texas,July,2022,motor fuel,324474000,48,7,,48_2022_7
Texas,June,2022,motor fuel,323497000,48,6,,48_2022_6
Utah,July,2022,motor fuel,32837447,49,7,,49_2022_7
Utah,June,2022,motor fuel,44100000,49,6,,49_2022_6
Vermont,July,2022,motor fuel,7525460,50,7,,50_2022_7
Vermont,June,2022,motor fuel,7599495,50,6,,50_2022_6
Virginia,July,2022,motor fuel,123370000,51,7,,51_2022_7
Virginia,June,2022,motor fuel,,51,6,,51_2022_6
Washington,July,2022,motor fuel,135929653,53,7,,53_2022_7
Washington,June,2022,motor fuel,126722266,53,6,,53_2022_6
West Virginia,July,2022,motor fuel,31759000,54,7,,54_2022_7
West Virginia,June,2022,motor fuel,34465000,54,6,,54_2022_6
Wisconsin,July,2022,motor fuel,95674276,55,7,,55_2022_7
Wisconsin,June,2022,motor fuel,95144799,55,6,,55_2022_6
Wyoming,July,2022,motor fuel,,56,7,,56_2022_7
Wyoming,June,2022,motor fuel,,56,6,,56_2022_6
Alabama,August,2022,motor fuel,80080116,1,8,,1_2022_8
Alabama,September,2022,motor fuel,81672566,1,9,,1_2022_9
Alaska,August,2022,motor fuel,5571509,2,8,,2_2022_8
Alaska,September,2022,motor fuel,3944573,2,9,,2_2022_9
Arizona,August,2022,motor fuel,57641463,4,8,,4_2022_8
Arizona,September,2022,motor fuel,68543631,4,9,,4_2022_9
Arkansas,August,2022,motor fuel,48087581,5,8,,5_2022_8
Arkansas,September,2022,motor fuel,48862138,5,9,,5_2022_9
California,August,2022,motor fuel,672892000,6,8,,6_2022_8
California,September,2022,motor fuel,795387000,6,9,,6_2022_9
Colorado,August,2022,motor fuel,58807000,8,8,,8_2022_8
Colorado,September,2022,motor fuel,73955000,8,9,,8_2022_9
Connecticut,August,2022,motor fuel,11189007,9,8,,9_2022_8
Connecticut,September,2022,motor fuel,10662908,9,9,,9_2022_9
Delaware,August,2022,motor fuel,,10,8,,10_2022_8
Delaware,September,2022,motor fuel,,10,9,,10_2022_9
District of Columbia,August,2022,motor fuel,2093139,11,8,,11_2022_8
District of Columbia,September,2022,motor fuel,2577364,11,9,,11_2022_9
Florida,August,2022,motor fuel,259154363,12,8,,12_2022_8
Florida,September,2022,motor fuel,252050398,12,9,,12_2022_9
Georgia,August,2022,motor fuel,686000,13,8,,13_2022_8
Georgia,September,2022,motor fuel,-6419000,13,9,,13_2022_9
Hawaii,August,2022,motor fuel,9102220,15,8,,15_2022_8
Hawaii,September,2022,motor fuel,9568070,15,9,,15_2022_9
Idaho,August,2022,motor fuel,35217040,16,8,,16_2022_8
Idaho,September,2022,motor fuel,30875426,16,9,,16_2022_9
Illinois,August,2022,motor fuel,218301869,17,8,,17_2022_8
Illinois,September,2022,motor fuel,227160111,17,9,,17_2022_9
Indiana,August,2022,motor fuel,121639261,18,8,,18_2022_8
Indiana,September,2022,motor fuel,113926225,18,9,,18_2022_9
Iowa,August,2022,motor fuel,63501458,19,8,,19_2022_8
Iowa,September,2022,motor fuel,61884305,19,9,,19_2022_9
Kansas,August,2022,motor fuel,,20,8,,20_2022_8
Kansas,September,2022,motor fuel,,20,9,,20_2022_9
Kentucky,August,2022,motor fuel,64222182,21,8,,21_2022_8
Kentucky,September,2022,motor fuel,70051525,21,9,,21_2022_9
Louisiana,August,2022,motor fuel,55839490,22,8,,22_2022_8
Louisiana,September,2022,motor fuel,54616709,22,9,,22_2022_9
Maine,August,2022,motor fuel,20585238,23,8,,23_2022_8
Maine,September,2022,motor fuel,21760150,23,9,,23_2022_9
Maryland,August,2022,motor fuel,105389133,24,8,,24_2022_8
Maryland,September,2022,motor fuel,114198577,24,9,,24_2022_9
Massachusetts,August,2022,motor fuel,60973822,25,8,,25_2022_8
Massachusetts,September,2022,motor fuel,57876687,25,9,,25_2022_9
Michigan,August,2022,motor fuel,125502369,26,8,,26_2022_8
Michigan,September,2022,motor fuel,139006816,26,9,,26_2022_9
Minnesota,August,2022,motor fuel,79176309,27,8,,27_2022_8
Minnesota,September,2022,motor fuel,79252168,27,9,,27_2022_9
Mississippi,August,2022,motor fuel,35495674,28,8,,28_2022_8
Mississippi,September,2022,motor fuel,38901654,28,9,,28_2022_9
Missouri,August,2022,motor fuel,71562671,29,8,,29_2022_8
Missouri,September,2022,motor fuel,84287223,29,9,,29_2022_9
Montana,August,2022,motor fuel,,30,8,,30_2022_8
Montana,September,2022,motor fuel,,30,9,,30_2022_9
Nebraska,August,2022,motor fuel,30701758,31,8,,31_2022_8
Nebraska,September,2022,motor fuel,30936948,31,9,,31_2022_9
Nevada,August,2022,motor fuel,,32,8,,32_2022_8
Nevada,September,2022,motor fuel,29912211,32,9,,32_2022_9
New Hampshire,August,2022,motor fuel,9900000,33,8,,33_2022_8
New Hampshire,September,2022,motor fuel,11600000,33,9,,33_2022_9
New Jersey,August,2022,motor fuel,37533000,34,8,,34_2022_8
New Jersey,September,2022,motor fuel,42534000,34,9,,34_2022_9
New Mexico,August,2022,motor fuel,26420231,35,8,,35_2022_8
New Mexico,September,2022,motor fuel,27278022,35,9,,35_2022_9
New York,August,2022,motor fuel,93163000,36,8,,36_2022_8
New York,September,2022,motor fuel,101442000,36,9,,36_2022_9
North Carolina,August,2022,motor fuel,184691420,37,8,,37_2022_8
North Carolina,September,2022,motor fuel,216118713,37,9,,37_2022_9
North Dakota,August,2022,motor fuel,,38,8,,38_2022_8
North Dakota,September,2022,motor fuel,,38,9,,38_2022_9
Ohio,August,2022,motor fuel,231650607,39,8,,39_2022_8
Ohio,September,2022,motor fuel,216906050,39,9,,39_2022_9
Oklahoma,August,2022,motor fuel,48675047,40,8,,40_2022_8
Oklahoma,September,2022,motor fuel,50927145,40,9,,40_2022_9
Oregon,August,2022,motor fuel,61976723,41,8,,41_2022_8
Oregon,September,2022,motor fuel,58990943,41,9,,41_2022_9
Pennsylvania,August,2022,motor fuel,161156000,42,8,,42_2022_8
Pennsylvania,September,2022,motor fuel,152494000,42,9,,42_2022_9
Rhode Island,August,2022,motor fuel,,44,8,,44_2022_8
Rhode Island,September,2022,motor fuel,,44,9,,44_2022_9
South Carolina,August,2022,motor fuel,82900000,45,8,,45_2022_8
South Carolina,September,2022,motor fuel,94300000,45,9,,45_2022_9
South Dakota,August,2022,motor fuel,,46,8,,46_2022_8
South Dakota,September,2022,motor fuel,,46,9,,46_2022_9
Tennessee,August,2022,motor fuel,108898951,47,8,,47_2022_8
Tennessee,September,2022,motor fuel,106438882,47,9,,47_2022_9
Texas,August,2022,motor fuel,320303000,48,8,,48_2022_8
Texas,September,2022,motor fuel,328482000,48,9,,48_2022_9
Utah,August,2022,motor fuel,44151851,49,8,,49_2022_8
Utah,September,2022,motor fuel,67346437,49,9,,49_2022_9
Vermont,August,2022,motor fuel,8430056,50,8,,50_2022_8
