Year,Sex,Cohort,State,Drivers
2016,Male,18,Washington,31151
2016,Male,18,West Virginia,6345
2016,Male,18,Wisconsin,27207
2016,Male,18,Wyoming,3190
2016,Male,19,Alabama,30149
2016,Male,19,Alaska,3431
2016,Male,19,Arizona,32251
2016,Male,19,Arkansas,19960
2016,Male,19,California,197527
2016,Male,19,Colorado,27007
2016,Male,19,Connecticut,17996
2016,Male,19,Delaware,5118
2016,Male,19,District of Columbia,294
2016,Male,19,Florida,90779
2016,Male,19,Georgia,53186
2016,Male,19,Hawaii,5107
2016,Male,19,Idaho,9827
2016,Male,19,Illinois,64847
2016,Male,19,Indiana,34092
2016,Male,19,Iowa,18351
2016,Male,19,Kansas,16820
2016,Male,19,Kentucky,19029
2016,Male,19,Louisiana,22449
2016,Male,19,Maine,5911
2016,Male,19,Maryland,25446
2016,Male,19,Massachusetts,34253
2016,Male,19,Michigan,52776
2016,Male,19,Minnesota,24632
2016,Male,19,Mississippi,15918
2016,Male,19,Missouri,31174
2016,Male,19,Montana,5393
2016,Male,19,Nebraska,10874
2016,Male,19,Nevada,11647
2016,Male,19,New Hampshire,7482
2016,Male,19,New Jersey,47252
2016,Male,19,New Mexico,10126
2016,Male,19,New York,59818
2016,Male,19,North Carolina,48804
2016,Male,19,North Dakota,4175
2016,Male,19,Ohio,57261
2016,Male,19,Oklahoma,20788
2016,Male,19,Oregon,16933
2016,Male,19,Pennsylvania,57230
2016,Male,19,Rhode Island,4833
2016,Male,19,South Carolina,26448
2016,Male,19,South Dakota,4626
2016,Male,19,Tennessee,39340
2016,Male,19,Texas,128498
2016,Male,19,Utah,19564
2016,Male,19,Vermont,3111
2016,Male,19,Virginia,38448
2016,Male,19,Washington,36693
2016,Male,19,West Virginia,6567
2016,Male,19,Wisconsin,28208
2016,Male,19,Wyoming,3292
2016,Male,20,Alabama,31456
2016,Male,20,Alaska,3763
2016,Male,20,Arizona,35241
2016,Male,20,Arkansas,20457
2016,Male,20,California,213606
2016,Male,20,Colorado,28992
2016,Male,20,Connecticut,19088
2016,Male,20,Delaware,5352
2016,Male,20,District of Columbia,466
2016,Male,20,Florida,98110
2016,Male,20,Georgia,54766
2016,Male,20,Hawaii,5818
2016,Male,20,Idaho,10126
2016,Male,20,Illinois,66469
2016,Male,20,Indiana,36585
2016,Male,20,Iowa,18600
2016,Male,20,Kansas,17281
2016,Male,20,Kentucky,21348
2016,Male,20,Louisiana,23178
2016,Male,20,Maine,6319
2016,Male,20,Maryland,28033
2016,Male,20,Massachusetts,37303
2016,Male,20,Michigan,56367
2016,Male,20,Minnesota,23619
2016,Male,20,Mississippi,16431
2016,Male,20,Missouri,32431
2016,Male,20,Montana,5780
2016,Male,20,Nebraska,11751
2016,Male,20,Nevada,12746
2016,Male,20,New Hampshire,8086
2016,Male,20,New Jersey,49529
2016,Male,20,New Mexico,10668
2016,Male,20,New York,68320
2016,Male,20,North Carolina,52739
2016,Male,20,North Dakota,4657
2016,Male,20,Ohio,59156
2016,Male,20,Oklahoma,21160
2016,Male,20,Oregon,18485
2016,Male,20,Pennsylvania,62501
2016,Male,20,Rhode Island,5368
2016,Male,20,South Carolina,26996
2016,Male,20,South Dakota,4910
2016,Male,20,Tennessee,39968
2016,Male,20,Texas,138828
2016,Male,20,Utah,20047
2016,Male,20,Vermont,3304
2016,Male,20,Virginia,38948
2016,Male,20,Washington,40373
2016,Male,20,West Virginia,6126
2016,Male,20,Wisconsin,30044
2016,Male,20,Wyoming,3329
2016,Male,21,Alabama,32299
2016,Male,21,Alaska,3649
2016,Male,21,Arizona,37519
2016,Male,21,Arkansas,20651
2016,Male,21,California,231872
2016,Male,21,Colorado,28123
2016,Male,21,Connecticut,19953
2016,Male,21,Delaware,5694
2016,Male,21,District of Columbia,741
2016,Male,21,Florida,103008
2016,Male,21,Georgia,56546
2016,Male,21,Hawaii,6432
2016,Male,21,Idaho,9256
2016,Male,21,Illinois,65025
2016,Male,21,Indiana,38929
2016,Male,21,Iowa,19062
2016,Male,21,Kansas,16501
2016,Male,21,Kentucky,22192
2016,Male,21,Louisiana,24180
2016,Male,21,Maine,6651
2016,Male,21,Maryland,30453
2016,Male,21,Massachusetts,39400
2016,Male,21,Michigan,55237
2016,Male,21,Minnesota,27496
2016,Male,21,Mississippi,16063
2016,Male,21,Missouri,33780
2016,Male,21,Montana,5165
2016,Male,21,Nebraska,10853
2016,Male,21,Nevada,13687
2016,Male,21,New Hampshire,7787
2016,Male,21,New Jersey,51015
2016,Male,21,New Mexico,10390
2016,Male,21,New York,72428
2016,Male,21,North Carolina,55145
2016,Male,21,North Dakota,5207
2016,Male,21,Ohio,59378
2016,Male,21,Oklahoma,22077
2016,Male,21,Oregon,19540
2016,Male,21,Pennsylvania,66736
2016,Male,21,Rhode Island,5540
2016,Male,21,South Carolina,27817
2016,Male,21,South Dakota,4678
2016,Male,21,Tennessee,40878
2016,Male,21,Texas,143755
2016,Male,21,Utah,20154
2016,Male,21,Vermont,3608
2016,Male,21,Virginia,43112
2016,Male,21,Washington,41873
2016,Male,21,West Virginia,6978
2016,Male,21,Wisconsin,31316
2016,Male,21,Wyoming,3008
2016,Male,22,Alabama,33216
2016,Male,22,Alaska,4130
2016,Male,22,Arizona,39311
2016,Male,22,Arkansas,20380
2016,Male,22,California,244083
2016,Male,22,Colorado,31333
2016,Male,22,Connecticut,20569
2016,Male,22,Delaware,5886
2016,Male,22,District of Columbia,1222
2016,Male,22,Florida,106078
2016,Male,22,Georgia,58216
2016,Male,22,Hawaii,6796
2016,Male,22,Idaho,9967
2016,Male,22,Illinois,69756
2016,Male,22,Indiana,38386
2016,Male,22,Iowa,18930
2016,Male,22,Kansas,17338
2016,Male,22,Kentucky,24052
2016,Male,22,Louisiana,25012
2016,Male,22,Maine,6789
2016,Male,22,Maryland,30841
2016,Male,22,Massachusetts,41523
2016,Male,22,Michigan,59720
2016,Male,22,Minnesota,24806
2016,Male,22,Mississippi,15628
2016,Male,22,Missouri,33670
2016,Male,22,Montana,5936
2016,Male,22,Nebraska,11993
2016,Male,22,Nevada,14418
2016,Male,22,New Hampshire,8509
2016,Male,22,New Jersey,51437
2016,Male,22,New Mexico,11515
2016,Male,22,New York,77723
2016,Male,22,North Carolina,59449
2016,Male,22,North Dakota,5603
2016,Male,22,Ohio,62001
2016,Male,22,Oklahoma,22130
2016,Male,22,Oregon,20164
2016,Male,22,Pennsylvania,69578
2016,Male,22,Rhode Island,6066
2016,Male,22,South Carolina,28427
2016,Male,22,South Dakota,4900
2016,Male,22,Tennessee,42363
2016,Male,22,Texas,146971
2016,Male,22,Utah,20212
2016,Male,22,Vermont,3763
2016,Male,22,Virginia,44745
2016,Male,22,Washington,44956
2016,Male,22,West Virginia,7131
2016,Male,22,Wisconsin,33120
2016,Male,22,Wyoming,3305
2016,Male,23,Alabama,33959
2016,Male,23,Alaska,4633
2016,Male,23,Arizona,40980
2016,Male,23,Arkansas,20398
2016,Male,23,California,254893
2016,Male,23,Colorado,33982
2016,Male,23,Connecticut,21578
2016,Male,23,Delaware,6189
2016,Male,23,District of Columbia,1873
2016,Male,23,Florida,110958
2016,Male,23,Georgia,57773
2016,Male,23,Hawaii,6706
2016,Male,23,Idaho,10499
2016,Male,23,Illinois,71482
2016,Male,23,Indiana,40140
2016,Male,23,Iowa,18996
2016,Male,23,Kansas,17671
2016,Male,23,Kentucky,25241
2016,Male,23,Louisiana,25911
2016,Male,23,Maine,7175
2016,Male,23,Maryland,33006
2016,Male,23,Massachusetts,43356
2016,Male,23,Michigan,62247
2016,Male,23,Minnesota,22428
2016,Male,23,Mississippi,16392
2016,Male,23,Missouri,34946
2016,Male,23,Montana,6332
2016,Male,23,Nebraska,12542
2016,Male,23,Nevada,14942
2016,Male,23,New Hampshire,9214
2016,Male,23,New Jersey,54409
2016,Male,23,New Mexico,12655
2016,Male,23,New York,83952
2016,Male,23,North Carolina,63013
2016,Male,23,North Dakota,5966
2016,Male,23,Ohio,63828
2016,Male,23,Oklahoma,21890
2016,Male,23,Oregon,21100
2016,Male,23,Pennsylvania,72672
2016,Male,23,Rhode Island,5944
2016,Male,23,South Carolina,29822
2016,Male,23,South Dakota,5207
2016,Male,23,Tennessee,44581
2016,Male,23,Texas,152113
2016,Male,23,Utah,20649
2016,Male,23,Vermont,3919
2016,Male,23,Virginia,46638
2016,Male,23,Washington,47608
2016,Male,23,West Virginia,6882
2016,Male,23,Wisconsin,34718
2016,Male,23,Wyoming,3536
2016,Male,24,Alabama,34609
2016,Male,24,Alaska,5140
2016,Male,24,Arizona,42645
2016,Male,24,Arkansas,20817
2016,Male,24,California,266670
2016,Male,24,Colorado,37521
2016,Male,24,Connecticut,21562
2016,Male,24,Delaware,6494
2016,Male,24,District of Columbia,2574
2016,Male,24,Florida,113062
2016,Male,24,Georgia,58404
2016,Male,24,Hawaii,7042
2016,Male,24,Idaho,10689
2016,Male,24,Illinois,73586
2016,Male,24,Indiana,41410
2016,Male,24,Iowa,19287
2016,Male,24,Kansas,18363
2016,Male,24,Kentucky,26505
2016,Male,24,Louisiana,26951
2016,Male,24,Maine,7588
2016,Male,24,Maryland,35789
2016,Male,24,Massachusetts,45864
2016,Male,24,Michigan,64686
2016,Male,24,Minnesota,21717
2016,Male,24,Mississippi,16580
2016,Male,24,Missouri,35803
2016,Male,24,Montana,6760
2016,Male,24,Nebraska,13415
2016,Male,24,Nevada,15594
2016,Male,24,New Hampshire,9766
2016,Male,24,New Jersey,55907
2016,Male,24,New Mexico,13307
2016,Male,24,New York,90913
2016,Male,24,North Carolina,66717
2016,Male,24,North Dakota,6214
2016,Male,24,Ohio,65229
2016,Male,24,Oklahoma,22357
2016,Male,24,Oregon,21887
2016,Male,24,Pennsylvania,72682
2016,Male,24,Rhode Island,6283
2016,Male,24,South Carolina,30690
2016,Male,24,South Dakota,5442
2016,Male,24,Tennessee,46592
2016,Male,24,Texas,146937
2016,Male,24,Utah,21181
2016,Male,24,Vermont,4298
2016,Male,24,Virginia,47992
2016,Male,24,Washington,51829
2016,Male,24,West Virginia,6052
2016,Male,24,Wisconsin,36175
2016,Male,24,Wyoming,3797
2016,Male,25-29,Alabama,170263
2016,Male,25-29,Alaska,28135
2016,Male,25-29,Arizona,224825
2016,Male,25-29,Arkansas,102843
2016,Male,25-29,California,1356812
2016,Male,25-29,Colorado,204715
2016,Male,25-29,Connecticut,114208
2016,Male,25-29,Delaware,33278
2016,Male,25-29,District of Columbia,27280
2016,Male,25-29,Florida,597406
2016,Male,25-29,Georgia,295386
2016,Male,25-29,Hawaii,36768
2016,Male,25-29,Idaho,50546
2016,Male,25-29,Illinois,372326
2016,Male,25-29,Indiana,202930
2016,Male,25-29,Iowa,95614
2016,Male,25-29,Kansas,88660
2016,Male,25-29,Kentucky,126276
2016,Male,25-29,Louisiana,139548
2016,Male,25-29,Maine,39518
2016,Male,25-29,Maryland,201885
2016,Male,25-29,Massachusetts,237806
2016,Male,25-29,Michigan,303554
2016,Male,25-29,Minnesota,126578
2016,Male,25-29,Mississippi,77428
2016,Male,25-29,Missouri,182955
2016,Male,25-29,Montana,36016
2016,Male,25-29,Nebraska,66613
2016,Male,25-29,Nevada,82785
2016,Male,25-29,New Hampshire,46859
2016,Male,25-29,New Jersey,263611
2016,Male,25-29,New Mexico,68438
2016,Male,25-29,New York,503605
2016,Male,25-29,North Carolina,328237
2016,Male,25-29,North Dakota,31741
2016,Male,25-29,Ohio,313526
2016,Male,25-29,Oklahoma,105660
2016,Male,25-29,Oregon,119090
2016,Male,25-29,Pennsylvania,375561
2016,Male,25-29,Rhode Island,33102
2016,Male,25-29,South Carolina,158158
2016,Male,25-29,South Dakota,26793
2016,Male,25-29,Tennessee,226751
2016,Male,25-29,Texas,746922
2016,Male,25-29,Utah,105068
2016,Male,25-29,Vermont,23736
2016,Male,25-29,Virginia,252798
2016,Male,25-29,Washington,277072
2016,Male,25-29,West Virginia,38245
2016,Male,25-29,Wisconsin,177939
2016,Male,25-29,Wyoming,18934
2016,Male,30-34,Alabama,152648
2016,Male,30-34,Alaska,28138
2016,Male,30-34,Arizona,235667
2016,Male,30-34,Arkansas,95624
2016,Male,30-34,California,1331278
2016,Male,30-34,Colorado,208313
2016,Male,30-34,Connecticut,108519
2016,Male,30-34,Delaware,31808
2016,Male,30-34,District of Columbia,42463
2016,Male,30-34,Florida,575528
2016,Male,30-34,Georgia,282269
2016,Male,30-34,Hawaii,43013
2016,Male,30-34,Idaho,50054
2016,Male,30-34,Illinois,372845
2016,Male,30-34,Indiana,189656
2016,Male,30-34,Iowa,94278
2016,Male,30-34,Kansas,86548
2016,Male,30-34,Kentucky,125448
2016,Male,30-34,Louisiana,151108
2016,Male,30-34,Maine,38318
2016,Male,30-34,Maryland,211638
2016,Male,30-34,Massachusetts,223186
2016,Male,30-34,Michigan,275269
2016,Male,30-34,Minnesota,134669
2016,Male,30-34,Mississippi,73077
2016,Male,30-34,Missouri,178797
2016,Male,30-34,Montana,34655
2016,Male,30-34,Nebraska,65220
2016,Male,30-34,Nevada,86812
2016,Male,30-34,New Hampshire,43543
2016,Male,30-34,New Jersey,250678
2016,Male,30-34,New Mexico,72693
2016,Male,30-34,New York,500404
2016,Male,30-34,North Carolina,309877
2016,Male,30-34,North Dakota,29028
2016,Male,30-34,Ohio,306714
2016,Male,30-34,Oklahoma,101522
2016,Male,30-34,Oregon,126368
2016,Male,30-34,Pennsylvania,364537
2016,Male,30-34,Rhode Island,31129
2016,Male,30-34,South Carolina,148659
2016,Male,30-34,South Dakota,27108
2016,Male,30-34,Tennessee,215252
2016,Male,30-34,Texas,727706
2016,Male,30-34,Utah,103180
2016,Male,30-34,Vermont,24180
2016,Male,30-34,Virginia,252589
2016,Male,30-34,Washington,295895
2016,Male,30-34,West Virginia,37030
2016,Male,30-34,Wisconsin,179944
2016,Male,30-34,Wyoming,19452
2016,Male,35-39,Alabama,146779
2016,Male,35-39,Alaska,24515
2016,Male,35-39,Arizona,235524
2016,Male,35-39,Arkansas,94168
2016,Male,35-39,California,1224345
2016,Male,35-39,Colorado,192725
2016,Male,35-39,Connecticut,101976
2016,Male,35-39,Delaware,28503
2016,Male,35-39,District of Columbia,37351
2016,Male,35-39,Florida,552045
2016,Male,35-39,Georgia,279557
2016,Male,35-39,Hawaii,41926
2016,Male,35-39,Idaho,50083
2016,Male,35-39,Illinois,366616
2016,Male,35-39,Indiana,186705
2016,Male,35-39,Iowa,90052
2016,Male,35-39,Kansas,82316
2016,Male,35-39,Kentucky,128323
2016,Male,35-39,Louisiana,145262
2016,Male,35-39,Maine,36923
2016,Male,35-39,Maryland,195797
2016,Male,35-39,Massachusetts,199076
2016,Male,35-39,Michigan,264390
2016,Male,35-39,Minnesota,137292
2016,Male,35-39,Mississippi,75283
2016,Male,35-39,Missouri,169659
2016,Male,35-39,Montana,32824
2016,Male,35-39,Nebraska,60422
2016,Male,35-39,Nevada,85944
2016,Male,35-39,New Hampshire,39148
2016,Male,35-39,New Jersey,245704
2016,Male,35-39,New Mexico,69812
2016,Male,35-39,New York,480561
2016,Male,35-39,North Carolina,293705
2016,Male,35-39,North Dakota,24340
2016,Male,35-39,Ohio,302440
2016,Male,35-39,Oklahoma,91300
2016,Male,35-39,Oregon,122919
2016,Male,35-39,Pennsylvania,342400
2016,Male,35-39,Rhode Island,28710
2016,Male,35-39,South Carolina,140994
2016,Male,35-39,South Dakota,25929
2016,Male,35-39,Tennessee,208952
2016,Male,35-39,Texas,698623
2016,Male,35-39,Utah,104551
2016,Male,35-39,Vermont,22154
2016,Male,35-39,Virginia,243056
2016,Male,35-39,Washington,279442
2016,Male,35-39,West Virginia,40586
2016,Male,35-39,Wisconsin,168010
2016,Male,35-39,Wyoming,18317
2016,Male,40-44,Alabama,142938
2016,Male,40-44,Alaska,20439
2016,Male,40-44,Arizona,232606
2016,Male,40-44,Arkansas,87632
2016,Male,40-44,California,1144422
2016,Male,40-44,Colorado,177604
2016,Male,40-44,Connecticut,98787
2016,Male,40-44,Delaware,26366
2016,Male,40-44,District of Columbia,25361
2016,Male,40-44,Florida,555158
2016,Male,40-44,Georgia,287848
2016,Male,40-44,Hawaii,39995
2016,Male,40-44,Idaho,45591
2016,Male,40-44,Illinois,343901
2016,Male,40-44,Indiana,180309
2016,Male,40-44,Iowa,81239
2016,Male,40-44,Kansas,73912
2016,Male,40-44,Kentucky,126103
2016,Male,40-44,Louisiana,131014
2016,Male,40-44,Maine,35889
2016,Male,40-44,Maryland,177603
2016,Male,40-44,Massachusetts,196679
2016,Male,40-44,Michigan,255257
2016,Male,40-44,Minnesota,125149
2016,Male,40-44,Mississippi,73521
2016,Male,40-44,Missouri,155729
2016,Male,40-44,Montana,28996
2016,Male,40-44,Nebraska,52747
2016,Male,40-44,Nevada,83491
2016,Male,40-44,New Hampshire,39808
2016,Male,40-44,New Jersey,248360
2016,Male,40-44,New Mexico,61914
2016,Male,40-44,New York,461738
2016,Male,40-44,North Carolina,296966
2016,Male,40-44,North Dakota,20761
2016,Male,40-44,Ohio,297506
2016,Male,40-44,Oklahoma,82743
2016,Male,40-44,Oregon,111270
2016,Male,40-44,Pennsylvania,333269
2016,Male,40-44,Rhode Island,26846
2016,Male,40-44,South Carolina,138030
2016,Male,40-44,South Dakota,22162
2016,Male,40-44,Tennessee,204852
2016,Male,40-44,Texas,679378
2016,Male,40-44,Utah,86485
2016,Male,40-44,Vermont,20276
2016,Male,40-44,Virginia,236464
2016,Male,40-44,Washington,252227
2016,Male,40-44,West Virginia,42954
2016,Male,40-44,Wisconsin,158639
2016,Male,40-44,Wyoming,15777
2016,Male,45-49,Alabama,155505
2016,Male,45-49,Alaska,20859
2016,Male,45-49,Arizona,238933
2016,Male,45-49,Arkansas,91286
2016,Male,45-49,California,1209789
2016,Male,45-49,Colorado,184523
2016,Male,45-49,Connecticut,117004
2016,Male,45-49,Delaware,29852
2016,Male,45-49,District of Columbia,21482
2016,Male,45-49,Florida,626390
2016,Male,45-49,Georgia,316343
2016,Male,45-49,Hawaii,42671
2016,Male,45-49,Idaho,46355
2016,Male,45-49,Illinois,365034
2016,Male,45-49,Indiana,193465
2016,Male,45-49,Iowa,88021
2016,Male,45-49,Kansas,76721
2016,Male,45-49,Kentucky,134843
2016,Male,45-49,Louisiana,137143
2016,Male,45-49,Maine,42688
2016,Male,45-49,Maryland,192084
2016,Male,45-49,Massachusetts,220658
2016,Male,45-49,Michigan,294385
2016,Male,45-49,Minnesota,142952
2016,Male,45-49,Mississippi,79793
2016,Male,45-49,Missouri,168310
2016,Male,45-49,Montana,29846
2016,Male,45-49,Nebraska,53902
2016,Male,45-49,Nevada,89205
2016,Male,45-49,New Hampshire,48613
2016,Male,45-49,New Jersey,278747
2016,Male,45-49,New Mexico,60857
2016,Male,45-49,New York,520059
2016,Male,45-49,North Carolina,323566
2016,Male,45-49,North Dakota,21139
2016,Male,45-49,Ohio,335461
2016,Male,45-49,Oklahoma,84877
2016,Male,45-49,Oregon,117311
2016,Male,45-49,Pennsylvania,385412
2016,Male,45-49,Rhode Island,31355
2016,Male,45-49,South Carolina,148242
2016,Male,45-49,South Dakota,22678
2016,Male,45-49,Tennessee,221402
2016,Male,45-49,Texas,709099
2016,Male,45-49,Utah,75758
2016,Male,45-49,Vermont,22376
2016,Male,45-49,Virginia,259924
2016,Male,45-49,Washington,255678
2016,Male,45-49,West Virginia,47782
2016,Male,45-49,Wisconsin,177853
2016,Male,45-49,Wyoming,16225
2016,Male,50-54,Alabama,161085
2016,Male,50-54,Alaska,21866
2016,Male,50-54,Arizona,233680
2016,Male,50-54,Arkansas,95884
2016,Male,50-54,California,1224247
2016,Male,50-54,Colorado,178999
2016,Male,50-54,Connecticut,128179
2016,Male,50-54,Delaware,32408
2016,Male,50-54,District of Columbia,18182
2016,Male,50-54,Florida,670116
2016,Male,50-54,Georgia,318506
2016,Male,50-54,Hawaii,44555
2016,Male,50-54,Idaho,47579
2016,Male,50-54,Illinois,374329
2016,Male,50-54,Indiana,204086
2016,Male,50-54,Iowa,95963
2016,Male,50-54,Kansas,82092
2016,Male,50-54,Kentucky,142366
2016,Male,50-54,Louisiana,144724
2016,Male,50-54,Maine,47566
2016,Male,50-54,Maryland,202463
2016,Male,50-54,Massachusetts,239629
2016,Male,50-54,Michigan,311898
2016,Male,50-54,Minnesota,156537
2016,Male,50-54,Mississippi,84589
2016,Male,50-54,Missouri,184805
2016,Male,50-54,Montana,33384
2016,Male,50-54,Nebraska,57955
2016,Male,50-54,Nevada,87891
2016,Male,50-54,New Hampshire,54425
2016,Male,50-54,New Jersey,301335
2016,Male,50-54,New Mexico,64393
2016,Male,50-54,New York,560071
2016,Male,50-54,North Carolina,322592
2016,Male,50-54,North Dakota,23794
2016,Male,50-54,Ohio,356351
2016,Male,50-54,Oklahoma,91388
2016,Male,50-54,Oregon,113801
2016,Male,50-54,Pennsylvania,418260
2016,Male,50-54,Rhode Island,35078
2016,Male,50-54,South Carolina,154564
2016,Male,50-54,South Dakota,25186
2016,Male,50-54,Tennessee,234941
2016,Male,50-54,Texas,716361
2016,Male,50-54,Utah,70122
2016,Male,50-54,Vermont,24611
2016,Male,50-54,Virginia,275144
2016,Male,50-54,Washington,249486
2016,Male,50-54,West Virginia,49231
2016,Male,50-54,Wisconsin,200211
2016,Male,50-54,Wyoming,16680
2016,Male,55-59,Alabama,164203
2016,Male,55-59,Alaska,23461
2016,Male,55-59,Arizona,227202
2016,Male,55-59,Arkansas,96969
2016,Male,55-59,California,1173345
2016,Male,55-59,Colorado,187422
2016,Male,55-59,Connecticut,126371
2016,Male,55-59,Delaware,31999
2016,Male,55-59,District of Columbia,16107
2016,Male,55-59,Florida,657351
2016,Male,55-59,Georgia,297991
2016,Male,55-59,Hawaii,45433
2016,Male,55-59,Idaho,50491
2016,Male,55-59,Illinois,382761
2016,Male,55-59,Indiana,207897
2016,Male,55-59,Iowa,102144
2016,Male,55-59,Kansas,88619
2016,Male,55-59,Kentucky,142265
2016,Male,55-59,Louisiana,148150
2016,Male,55-59,Maine,51306
2016,Male,55-59,Maryland,193609
2016,Male,55-59,Massachusetts,228855
2016,Male,55-59,Michigan,327568
2016,Male,55-59,Minnesota,169478
2016,Male,55-59,Mississippi,88021
2016,Male,55-59,Missouri,193065
2016,Male,55-59,Montana,37711
2016,Male,55-59,Nebraska,61809
2016,Male,55-59,Nevada,83932
2016,Male,55-59,New Hampshire,56263
2016,Male,55-59,New Jersey,294964
2016,Male,55-59,New Mexico,67696
2016,Male,55-59,New York,548884
2016,Male,55-59,North Carolina,310872
2016,Male,55-59,North Dakota,25234
2016,Male,55-59,Ohio,377529
2016,Male,55-59,Oklahoma,96929
2016,Male,55-59,Oregon,121856
2016,Male,55-59,Pennsylvania,438365
2016,Male,55-59,Rhode Island,36192
2016,Male,55-59,South Carolina,152418
2016,Male,55-59,South Dakota,28608
2016,Male,55-59,Tennessee,235429
2016,Male,55-59,Texas,711497
2016,Male,55-59,Utah,70639
2016,Male,55-59,Vermont,26379
2016,Male,55-59,Virginia,266103
2016,Male,55-59,Washington,250589
2016,Male,55-59,West Virginia,54026
2016,Male,55-59,Wisconsin,203106
2016,Male,55-59,Wyoming,19872
2016,Male,60-64,Alabama,150999
2016,Male,60-64,Alaska,21021
2016,Male,60-64,Arizona,201216
2016,Male,60-64,Arkansas,88031
2016,Male,60-64,California,999707
2016,Male,60-64,Colorado,167932
2016,Male,60-64,Connecticut,105800
2016,Male,60-64,Delaware,28664
2016,Male,60-64,District of Columbia,13818
2016,Male,60-64,Florida,587125
2016,Male,60-64,Georgia,256048
2016,Male,60-64,Hawaii,44136
2016,Male,60-64,Idaho,47632
2016,Male,60-64,Illinois,340927
2016,Male,60-64,Indiana,183982
2016,Male,60-64,Iowa,93971
2016,Male,60-64,Kansas,83170
2016,Male,60-64,Kentucky,127493
2016,Male,60-64,Louisiana,132863
2016,Male,60-64,Maine,48153
2016,Male,60-64,Maryland,161204
2016,Male,60-64,Massachusetts,196080
2016,Male,60-64,Michigan,299599
2016,Male,60-64,Minnesota,151891
2016,Male,60-64,Mississippi,80566
2016,Male,60-64,Missouri,170618
2016,Male,60-64,Montana,37682
2016,Male,60-64,Nebraska,56575
2016,Male,60-64,Nevada,75313
2016,Male,60-64,New Hampshire,48151
2016,Male,60-64,New Jersey,247861
2016,Male,60-64,New Mexico,63258
2016,Male,60-64,New York,478023
2016,Male,60-64,North Carolina,269572
2016,Male,60-64,North Dakota,22741
2016,Male,60-64,Ohio,339623
2016,Male,60-64,Oklahoma,90000
2016,Male,60-64,Oregon,123613
2016,Male,60-64,Pennsylvania,396337
2016,Male,60-64,Rhode Island,32754
2016,Male,60-64,South Carolina,142000
2016,Male,60-64,South Dakota,27625
2016,Male,60-64,Tennessee,215293
2016,Male,60-64,Texas,613645
2016,Male,60-64,Utah,63277
2016,Male,60-64,Vermont,24590
2016,Male,60-64,Virginia,228424
2016,Male,60-64,Washington,227407
2016,Male,60-64,West Virginia,55974
2016,Male,60-64,Wisconsin,180064
2016,Male,60-64,Wyoming,19840
2016,Male,65-69,Alabama,132618
2016,Male,65-69,Alaska,14943
2016,Male,65-69,Arizona,160652
2016,Male,65-69,Arkansas,79332
2016,Male,65-69,California,809958
2016,Male,65-69,Colorado,137169
2016,Male,65-69,Connecticut,84344
2016,Male,65-69,Delaware,27166
2016,Male,65-69,District of Columbia,11406
2016,Male,65-69,Florida,543265
2016,Male,65-69,Georgia,219405
2016,Male,65-69,Hawaii,39617
2016,Male,65-69,Idaho,42550
2016,Male,65-69,Illinois,278882
2016,Male,65-69,Indiana,152966
2016,Male,65-69,Iowa,78324
2016,Male,65-69,Kansas,68683
2016,Male,65-69,Kentucky,110938
2016,Male,65-69,Louisiana,111692
2016,Male,65-69,Maine,43126
2016,Male,65-69,Maryland,132182
2016,Male,65-69,Massachusetts,164088
2016,Male,65-69,Michigan,250702
2016,Male,65-69,Minnesota,124512
2016,Male,65-69,Mississippi,71254
2016,Male,65-69,Missouri,145576
2016,Male,65-69,Montana,34067
2016,Male,65-69,Nebraska,47234
2016,Male,65-69,Nevada,69877
2016,Male,65-69,New Hampshire,40826
2016,Male,65-69,New Jersey,203140
2016,Male,65-69,New Mexico,58116
2016,Male,65-69,New York,415250
2016,Male,65-69,North Carolina,245460
2016,Male,65-69,North Dakota,16913
2016,Male,65-69,Ohio,288528
2016,Male,65-69,Oklahoma,79873
2016,Male,65-69,Oregon,113159
2016,Male,65-69,Pennsylvania,333781
2016,Male,65-69,Rhode Island,27349
2016,Male,65-69,South Carolina,137525
2016,Male,65-69,South Dakota,24381
2016,Male,65-69,Tennessee,193082
2016,Male,65-69,Texas,503338
2016,Male,65-69,Utah,51654
2016,Male,65-69,Vermont,21442
2016,Male,65-69,Virginia,195129
2016,Male,65-69,Washington,194087
2016,Male,65-69,West Virginia,54057
2016,Male,65-69,Wisconsin,145276
2016,Male,65-69,Wyoming,16245
2016,Male,70-74,Alabama,99495
2016,Male,70-74,Alaska,9121
2016,Male,70-74,Arizona,116909
2016,Male,70-74,Arkansas,61884
2016,Male,70-74,California,517261
2016,Male,70-74,Colorado,86207
2016,Male,70-74,Connecticut,59058
2016,Male,70-74,Delaware,20038
2016,Male,70-74,District of Columbia,8571
2016,Male,70-74,Florida,438637
2016,Male,70-74,Georgia,146853
2016,Male,70-74,Hawaii,27591
2016,Male,70-74,Idaho,29401
2016,Male,70-74,Illinois,194379
2016,Male,70-74,Indiana,101742
2016,Male,70-74,Iowa,50633
2016,Male,70-74,Kansas,45622
2016,Male,70-74,Kentucky,72865
2016,Male,70-74,Louisiana,74182
2016,Male,70-74,Maine,29827
2016,Male,70-74,Maryland,88279
2016,Male,70-74,Massachusetts,109738
2016,Male,70-74,Michigan,176306
2016,Male,70-74,Minnesota,87138
